timestamp_ms,cpu_usage,available_workers,io_queue,cpu_queue
5365,0.9500,1,1,71
5375,0.9500,1,0,72
5385,0.8500,2,0,72
5395,0.9500,1,1,72
5405,0.9500,1,1,72
5415,0.9500,1,0,73
5425,0.8500,2,0,73
5435,0.9500,1,1,73
5446,0.8500,2,1,73
5456,0.9500,1,1,73
5466,0.8500,2,1,73
5476,0.9500,1,1,73
5486,0.9500,1,1,73
5496,0.9500,1,1,73
5506,0.9500,1,1,73
5516,0.9500,1,2,73
5526,0.5000,3,2,73
5536,0.7000,1,2,74
5546,0.6000,2,2,74
5556,0.9500,1,0,75
5566,0.9500,1,0,75
5576,0.9500,1,0,75
5586,0.8500,2,0,75
5597,0.9500,1,1,75
5607,0.9500,1,1,75
5617,0.9500,1,1,75
5627,0.8500,2,1,75
5637,0.9500,1,2,75
5647,0.8500,2,2,75
5657,0.9500,1,2,75
5667,0.9500,1,2,75
5677,0.9500,1,1,76
5687,0.9500,1,1,76
5697,0.9500,1,1,76
5707,0.9500,1,1,76
5717,0.9500,1,2,76
5727,0.9500,1,2,76
5737,0.9500,1,3,76
5748,0.9500,1,3,76
5758,0.8000,0,2,76
5768,0.8000,0,2,76
5778,0.8000,0,0,77
5788,0.7000,1,0,77
5798,0.8000,0,1,77
5808,0.8000,0,1,77
5818,0.8000,0,1,77
5828,0.7000,1,1,77
5838,0.9000,0,2,77
5848,0.8000,0,2,77
5858,0.8000,0,0,78
5868,0.7000,1,0,78
5881,0.8000,0,1,78
5891,0.8000,0,1,78
5901,0.8000,0,1,78
5911,0.8000,0,2,78
5921,0.8000,0,2,78
5931,0.8000,0,2,79
5942,0.8000,0,2,79
5952,0.7000,1,1,79
5962,0.7000,1,1,79
5972,0.8000,0,1,79
5982,0.8000,0,1,79
5992,0.7000,1,0,80
6015,0.7000,1,0,80
6025,0.8000,0,1,80
6035,0.7000,1,1,80
6046,0.8000,0,1,80
6056,0.8000,0,1,80
6066,0.8000,0,1,80
6076,0.8000,0,1,80
6086,0.8000,0,1,80
6096,0.8000,0,1,80
6107,0.8000,0,1,80
6117,0.8000,0,2,80
6127,0.8000,0,2,80
6137,0.9000,0,3,80
6147,0.9000,0,3,80
6157,0.8000,0,1,80
6167,0.8000,0,1,80
6177,0.9000,0,2,80
6187,0.9000,0,2,80
6197,0.9000,0,1,80
6207,0.9000,0,1,80
6217,0.8000,0,1,81
6227,0.8000,0,1,81
6237,0.8000,0,1,82
6247,0.8000,0,1,82
6258,0.7000,1,0,83
6268,0.7000,1,0,83
6278,0.7000,1,1,83
6288,0.7000,1,1,83
6298,0.7000,1,0,84
6308,0.7000,1,0,84
6318,0.8000,0,1,84
6328,0.8000,0,1,84
6338,0.9500,1,0,85
6348,0.9500,1,0,85
6358,0.9500,1,1,84
6368,0.9500,1,1,84
6379,0.9500,1,1,84
6389,0.9500,1,1,84
6399,0.9500,1,0,85
6409,0.9500,1,0,85
6419,0.9500,1,1,85
6429,0.9500,1,1,85
6439,0.9500,1,1,85
6449,0.9500,1,1,85
6459,0.9500,1,1,85
6470,0.9500,1,1,85
6480,0.9500,1,2,85
6491,0.9500,1,2,85
6501,0.9500,1,2,85
6511,0.9500,1,2,85
6521,0.8500,2,2,86
6531,0.8500,2,2,86
6541,0.8000,0,3,86
6551,0.8000,0,3,86
6562,0.8000,0,1,86
6572,0.8000,0,1,86
6582,0.8000,0,1,86
6592,0.8000,0,1,86
6602,0.8000,0,1,86
6612,0.8000,0,1,86
6622,0.9000,0,2,86
6632,0.9000,0,2,86
6642,0.8000,0,1,86
6652,0.8000,0,1,86
6662,0.8000,0,2,86
6672,0.8000,0,2,86
6682,0.9000,0,2,87
6692,0.9000,0,2,87
6702,0.9000,0,1,87
6713,0.9000,0,1,87
6723,0.9000,0,2,87
6733,0.9000,0,2,87
6743,0.9000,0,3,87
6753,0.9000,0,3,87
